"","con1","con2","treat1","treat2","con3","con4","treat3","treat4"
"AC108690.1",420,459,431,319,596,482,496,375
"AC099542.2",19,10,20,8,24,17,18,13
"GBE1",90,76,85,73,69,76,94,63
"LINC02008",20501,16748,17322,16693,17167,14311,17225,13042
"AC092825.1",1182,1026,1460,1266,993,804,1286,907
"LINC00971",86,66,77,82,56,57,87,80
"AC117482.1",39,38,55,65,69,82,78,65
"AC132660.2",884,724,1075,913,730,628,953,767
"CADM2-AS2",1208,904,996,965,1141,1016,1026,801
"RN7SKP284",97,89,100,96,36,30,66,44
"AC108706.1",1169,1032,1508,1352,1616,1502,1710,1244
"VGLL3",72,47,56,39,43,73,66,49
"PPATP1",265,251,233,219,278,247,250,191
"LINC00506",130,130,69,62,155,144,84,73
"KRT8P25",28,15,16,14,23,15,25,14
"CBX5P1",16,20,19,10,17,22,22,11
"C3orf38",1480,1199,1113,1090,1240,1222,1288,1072
"CSNKA2IP",1032,878,1194,1061,928,807,1188,851
"NDUFA5P5",1127,766,1252,1499,1295,1054,1526,1162
"MTCO2P6",898,755,1168,1039,1120,1077,1483,1191
"RBBP4P2",7368,6660,7325,6140,8522,7897,7093,5329
"LINC00879",125,68,147,137,120,110,139,107
"MIR8060",101,99,118,68,98,94,101,77
"RNU6-1094P",14,18,9,12,19,17,10,13
"RPL18AP8",305,239,238,210,301,250,278,236
"ARL6",519,423,468,421,383,327,550,420
"AC110491.3",17,25,28,21,26,15,25,16
"AC110491.2",101,84,87,65,132,116,92,75
"GABRR3",64,40,63,75,67,66,86,59
"AC117473.1",1819,1484,1666,1519,2198,2041,2241,1610
"OR5H7P",112,82,104,84,103,93,127,109
"UBFD1P1",24,20,15,16,28,33,30,26
"CLDND1",173,133,309,294,68,75,244,257
"GPR15",538,401,359,389,688,598,578,449
"WWP1P1",12,12,13,13,12,7,22,12
"DCBLD2",13794,10473,10769,11403,11507,9441,11160,8962
"LINC00973",72,61,70,62,45,42,78,67
"COL8A1",41,34,60,58,40,28,61,48
"TBC1D23",491,437,470,462,670,547,644,508
"TMEM45A",1730,1378,1628,1534,2045,1794,2004,1555
"TFG",17,27,8,10,18,17,7,9
"AC080014.1",555,491,565,437,670,565,592,434
"RNU6-865P",66,55,28,26,125,123,62,55
"ACTR3P3",1638,1299,1487,1544,1489,1342,1733,1410
"IMPG2",18,18,16,19,14,28,22,16
"SENP7",1486,1307,1083,956,1456,1385,1280,950
"AC110994.2",550,409,805,722,539,428,788,630
"AC110994.3",487,363,656,634,512,437,767,582
"AC110994.1",63,54,43,62,54,42,37,46
"FAM172BP",647,492,639,623,757,674,641,521
"TRMT10C",896,806,1028,913,953,848,1266,953
"AC073861.1",1414,1087,1481,1422,1644,1378,1583,1176
"AC084198.2",7152,5930,7367,6876,9339,8436,8850,7147
"AC084198.1",371,315,245,256,446,407,336,283
"ZBTB11",279,221,257,240,246,225,277,227
"CEP97",1040,901,1052,862,1310,1256,976,747
"NXPE3",2765,2405,2770,2354,2668,2302,2545,1990
"AC106712.1",3750,3691,4051,3177,5596,5157,5817,4219
"RNU1-43P",45,32,23,20,51,50,25,22
"NDUFA4P2",852,708,598,562,908,834,752,561
"FCF1P3",2866,2034,2990,3062,2879,2426,3334,2508
"MTND4P16",280,233,214,192,250,217,201,160
"MTND5P16",7697,6330,8917,8327,7067,6239,7808,6116
"MTND2P14",4788,3500,6255,6803,4736,4013,5876,4732
"AC117435.1",1087,744,844,943,1156,997,1130,896
"AC063944.2",145,103,78,124,142,145,130,92
"LINC00636",503,526,621,430,345,330,493,366
"AC012020.1",274,229,332,289,306,212,307,225
"HNRNPA1P17",593,479,520,427,585,499,592,439
"DZIP3",1304,1023,1191,1140,1338,1136,1465,1045
"AC063923.2",197,166,247,233,277,284,408,299
"LINC00488",36,25,51,43,15,12,27,19
"PPIAP15",279,274,208,182,242,239,241,200
"MIR4445",103,78,116,114,142,112,173,128
"AC078980.1",176,162,227,201,197,172,238,198
"NECTIN3",831,664,1053,955,1449,1312,1231,926
"ATP6V0CP2",5886,5054,5940,5013,5099,4616,5898,4804
"C3orf52",591,467,548,515,605,544,703,444
"AC128688.1",1200,846,1261,1509,1116,909,1706,1407
"AC048334.1",81,63,60,85,129,98,91,60
"GTPBP8",799,709,786,782,798,683,818,634
"BOC",173,160,212,228,218,179,270,206
"CFAP44-AS1",1027,865,1258,1103,965,880,1488,1143
"SPICE1",5502,5016,6434,5351,4828,4459,5475,4176
"RN7SL767P",2794,2336,2373,2340,2659,2285,2609,1985
"USF3",699,561,1018,1075,573,461,763,550
"NAA50",1333,1120,1289,1163,1924,1840,1708,1289
"AC108693.1",84,67,86,75,67,70,86,63
"ATP6V1A",445,321,368,312,403,339,395,272
"GRAMD1C",64,62,73,63,87,81,87,76
"CCDC191",724,698,577,550,757,733,604,506
"ZBTB20-AS5",260,236,220,179,259,223,217,164
"YBX1P3",160,156,134,114,107,109,129,114
"AC026341.1",17,20,21,16,30,29,24,20
"GAP43",266,189,176,154,125,106,145,109
"AC092468.1",42,36,42,37,36,37,40,26
"MIR4447",17,12,17,17,10,7,21,11
"RNU6-1200P",8125,6445,9419,8291,5674,5314,7928,6890
"AC092691.2",1107,1012,1244,1098,1170,1107,1315,928
"AC092691.3",318,207,447,476,414,326,573,461
"AC068633.2",916,637,1200,1249,945,770,1461,1088
"UPK1B",2280,1741,2657,2642,2261,1969,2781,2159
"B4GALT4",1038,853,1121,993,1259,1095,1153,839
"B4GALT4-AS1",174,159,182,196,270,211,222,139
"ARHGAP31",1980,1523,2477,2424,2280,2003,2557,1832
"RPS26P21",74,53,57,47,84,53,75,63
"TIMMDC1",18,11,11,9,12,22,15,11
"CD80",783,590,718,706,697,670,720,658
"AC073352.2",43,49,28,17,16,13,17,17
"ADPRH",1307,1003,1830,1998,1225,1078,2192,1776
"AC092910.3",824,690,871,898,974,793,967,652
"GPR156",37,18,25,23,27,19,17,18
"LRRC58",164,135,235,272,210,144,228,189
"AC063952.1",1358,1120,1213,1074,940,842,1322,935
"AC063952.3",56,68,69,62,88,65,83,57
"RABL3",49,33,39,34,46,61,35,25
"NAP1L1P3",149,114,62,73,160,161,113,81
"AC072026.1",408,325,361,303,356,336,412,356
"FBXO40",2340,2020,2237,1982,2206,2027,2747,2083
"HCLS1",53,47,37,47,28,26,47,40
"SLC15A2",230,191,359,343,209,194,377,282
"CD86",754,611,824,772,663,574,960,748
"HNRNPA1P23",775,583,733,832,677,526,962,706
"CCDC58",24,19,15,11,17,19,11,13
"FAM162A",1517,1431,1691,1331,1402,1391,1613,1192
"LINC02035",53,50,20,25,37,29,31,21
"PDIA5",40,33,28,16,44,42,28,20
"AC112503.1",864,650,1164,1167,985,811,1320,1071
"MIR5002",26,19,18,15,22,12,20,6
"ITGB5-AS1",62,42,34,33,47,40,38,34
"AC022336.3",43,27,45,31,29,26,37,25
"RNA5SP137",162,110,159,173,173,137,193,145
"MIR5092",141,72,97,87,120,97,115,105
"ZNF148",195,153,146,147,182,173,165,124
"OR7E53P",1721,1535,1391,1226,1630,1522,1616,1228
"AC092902.4",157,120,88,89,191,143,95,78
"AC092902.1",285,158,268,284,235,196,357,259
"AC092902.6",691,564,858,781,656,615,838,689
"AC092903.2",562,423,682,641,591,497,787,570
"RNU1-30P",428,308,415,435,376,296,458,359
"AC079848.2",1178,967,1779,1574,1196,1081,1917,1473
"AC016924.1",23,11,7,8,15,19,12,5
"CCDC37-DT",246,232,307,328,276,233,258,252
"AC011199.1",209,169,290,263,270,232,384,299
"AC112482.1",268,205,145,112,209,223,205,127
"PRR20G",181,134,244,233,168,167,218,184
"AC016968.1",243,169,119,103,240,184,146,110
"LINC02034",252,183,245,255,356,273,295,239
"TPRA1",143,87,150,162,139,105,134,114
"MIR6825",123,108,143,130,112,110,134,123
"MIR7976",66,45,59,50,54,35,49,41
"ABTB1",3693,3270,3048,2768,3648,3504,3316,2494
"AC117480.1",809,719,718,652,801,755,733,595
"KBTBD12",210,190,301,315,322,288,361,286
"RUVBL1-AS1",159,140,143,145,161,158,160,97
"RNU6-823P",1164,1030,1323,1090,1060,931,1293,883
"EEFSEC",703,620,358,352,576,530,421,316
"AL449214.1",539,340,565,631,413,324,494,461
"GATA2",1467,1225,1231,1099,1169,1067,1510,1147
"POU5F1P6",232,195,203,195,280,249,242,198
"FTH1P4",1327,1052,1452,1296,1715,1535,1799,1409
"RPS15AP16",488,370,515,463,331,283,460,381
"ACAD9",31,36,34,25,18,30,25,21
"AC112484.4",422,342,256,289,343,282,283,220
"EFCC1",110,108,124,73,115,88,81,71
"AC108673.1",523,386,457,415,707,635,585,461
"GP9",225,202,290,297,177,145,233,164
"RPS27P12",1025,871,662,628,867,750,662,524
"AC137695.3",306,250,252,198,280,234,187,172
"NUP210P3",196,146,139,145,254,209,181,127
"EFCAB12",1169,1020,1152,1072,1142,1046,1329,944
"RHO",49,44,20,19,47,33,24,16
"PLXND1",5884,4727,6338,5942,5026,4555,6842,5315
"AC023162.1",18,15,13,18,18,13,19,12
"AC083906.2",358,302,262,224,393,348,333,241
"OR7E21P",1055,788,1358,1448,1137,948,1525,1217
"LINC02014",42,33,33,27,22,25,22,15
"ENPP7P3",178,127,131,141,159,155,213,135
"AC130888.1",808,647,737,648,662,562,840,604
"SNRPCP8",590,532,456,417,525,496,583,427
"COL6A4P2",294,229,294,319,333,330,372,290
"AC055733.5",1428,1065,2056,2025,1655,1429,2005,1510
"AC055733.4",1446,838,1381,1617,870,656,1277,1214
"AC055733.3",16,13,20,12,17,19,8,18
"MRPL3",3043,2649,3261,3081,3037,2820,3904,2875
"BCL2L12P1",922,641,1263,1374,1195,983,1600,1227
"CPNE4",305,251,265,202,341,325,286,215
"DNAJC13",81,90,66,50,114,119,83,75
"NPHP3",249,197,182,212,282,202,202,166
"AC055753.1",1016,742,1262,1394,1095,893,1454,1324
"BFSP2-AS1",60,66,30,19,89,104,41,31
"RNU6-678P",2800,2669,2986,2476,2551,2367,2834,2338
"TF",2029,1775,1524,1243,1816,1803,1347,912
"AC080128.1",84,70,69,95,58,38,104,85
"LINC02004",762,665,743,671,1006,810,795,647
"AC010207.1",935,634,862,968,1350,1029,1318,1169
"MIR4788",648,509,504,454,520,505,465,390
"CEP63",1070,816,1371,1349,1807,1527,2117,1707
"RNU6-1174P",3479,3008,3295,2969,4652,4124,4621,3432
"NDUFS6P1",709,482,680,709,1206,1061,846,673
"STAG1",27,22,23,15,31,22,22,12
"HMGN1P10",159,142,165,150,151,142,140,123
"RNU6-789P",579,394,496,536,641,545,616,517
"AC117382.1",469,377,508,454,572,538,566,468
"AC096992.1",919,786,707,542,1041,926,865,700
"RNA5SP142",1876,1582,2166,1856,2118,1814,2507,1864
"NPM1P17",54,55,47,33,12,7,10,11
"SOX14",191,150,142,153,130,101,110,74
"LINC01210",732,663,995,910,678,604,1110,854
"KRT8P36",1274,1074,1043,994,1452,1363,1240,899
"PIK3CB",386,231,331,370,379,317,378,302
"ATP5MC1P3",360,291,441,472,425,372,577,424
"FOXL2NB",705,586,1008,883,805,748,1201,872
"PISRT1",2665,2106,3274,3100,2466,2101,3771,2783
"COPB2",77,97,105,64,91,81,109,52
"AC097103.1",1867,1644,1489,1309,1641,1560,1490,1143
"NMNAT3",515,355,363,419,584,478,436,361
"AC046134.1",1397,1176,1762,1715,1378,1355,1805,1493
"CLSTN2",30,36,38,43,35,45,34,31
"AC048346.1",404,357,377,349,448,425,444,348
"AC121333.1",6113,4492,7143,7943,7621,6745,8625,7451
"PXYLP1",49,32,33,46,45,39,56,25
"YWHAQP6",607,477,826,866,707,564,852,653
"LINC02618",259,179,196,204,303,247,237,182
"GRK7",192,153,272,232,153,112,225,166
"AC112504.3",177,123,188,204,191,137,233,147
"RNU6-509P",22885,18364,21437,20311,17333,15482,21156,17366
"RNU6-425P",584,509,667,572,654,590,606,458
"GK5",784,669,1042,1097,962,817,1079,883
"RNU6-1294P",114,101,55,71,101,95,76,53
"ATR",111,76,100,134,148,125,165,135
"RPL6P9",1298,855,1139,1330,1451,1179,1120,1007
"RNA5SP143",1077,965,986,816,1654,1473,1350,1005
"PLS1",427,367,304,248,569,533,381,344
"PLS1-AS1",367,301,436,399,356,270,435,305
"AC072028.1",382,291,430,424,309,248,462,369
"AC021074.3",149,123,154,133,162,116,122,123
"AC021074.2",448,356,578,524,401,405,713,486
"SLC9A9",66,59,62,65,86,72,65,47
"SLC9A9-AS2",394,318,415,381,441,395,491,397
"AC073358.1",1923,1212,1424,1808,1814,1531,1804,1493
"LARP7P4",28,25,30,25,19,11,45,23
"AC107021.2",22,24,29,32,48,38,42,28
"AC107021.1",65,54,100,79,97,89,84,74
"PLOD2",1696,1365,1580,1318,1989,1837,2114,1771
"AC069528.1",26,27,21,18,24,29,26,10
"PLSCR2",19,18,7,16,15,19,11,6
"PLSCR5",720,618,955,756,864,799,1234,866
"PLSCR5-AS1",655,458,763,761,840,756,908,705
"LINC02010",416,408,465,413,507,438,592,511
"RPL21P71",658,495,388,329,293,246,396,328
"AC092925.1",71,53,44,35,23,21,44,19
"AC092958.4",53,44,16,26,31,19,23,26
"AC092958.2",1821,1385,1708,1629,2252,1974,2085,1669
"AC025566.1",695,635,835,724,749,607,763,589
"AC092979.2",338,245,276,262,294,228,334,296
"UBQLN4P1",113,87,98,90,161,145,119,84
"HPS3",19,6,10,8,15,12,25,8
"CPHL1P",665,624,938,799,713,655,927,685
"AC108751.4",357,315,355,289,617,550,323,228
"TM4SF4",2116,1491,2594,2571,1731,1411,2696,2055
"WWTR1",2116,1723,2866,2597,2562,2277,3035,2462
"WWTR1-IT1",1246,1118,943,877,659,586,874,628
"ANKUB1",215,162,168,131,141,123,179,131
"AC117395.1",36,36,19,19,21,25,17,15
"PPIAP73",1344,1051,1139,1145,1092,946,1265,1004
"LINC01213",811,565,1064,1108,701,597,1147,930
"SELENOT",289,278,275,257,291,233,286,221
"SIAH2-AS1",1422,1390,1592,1265,1465,1421,1548,1190
"AC020636.2",83,58,92,77,110,101,109,75
"CLRN1",953,594,851,829,900,723,939,713
"GPR171",34,42,15,11,18,24,15,12
"MIR5186",217,169,116,89,223,190,137,110
"AADACL2-AS1",62,43,31,27,52,62,20,23
"AADACP1",48,43,65,46,27,23,52,34
"AC092924.1",613,474,599,661,573,515,798,571
"ARHGEF26-AS1",636,470,534,543,718,633,670,526
"MME",1110,950,1057,846,894,811,1199,826
"AC104831.1",91,66,77,47,70,51,51,70
"PABPC1P10",36,32,23,29,41,44,42,25
"RN7SL715P",263,172,347,339,300,288,419,321
"AC104472.2",52,56,53,46,83,75,63,51
"ALG1L15P",87,72,105,115,51,44,103,74
"MRE11P1",293,213,265,353,331,238,367,284
"AC091607.2",1305,1170,1261,1045,866,819,1215,896
"SSR3",23,19,21,11,25,24,21,12
"METTL15P1",558,421,1007,989,386,359,656,500
"LINC00886",2083,1775,2067,1886,2376,2096,2470,1798
"LEKR1",595,511,574,530,578,562,531,388
"RN7SKP177",1147,840,1446,1348,1136,918,1321,941
"LINC00880",612,580,783,715,604,565,763,592
"LINC00881",509,404,394,350,287,268,417,277
"SLC66A1L",2475,2106,2475,1962,2119,1974,2418,1875
"AC084212.1",27,19,15,15,27,22,23,19
"AC079943.1",176,127,150,169,223,166,229,171
"AC074276.1",671,521,627,534,503,492,461,385
"AC074276.2",27,33,17,23,19,21,23,15
"AC106707.2",588,511,699,763,595,560,796,644
"LXN",968,815,1026,908,656,597,809,622
"AC080013.3",1359,1108,1314,1202,1230,1170,1145,922
"GPR79",3336,2984,4334,3697,2133,1968,3964,3264
"IL12A-AS1",16,10,20,29,16,25,22,15
"IL12A",25,15,13,7,15,16,15,13
"LINC01100",727,599,585,562,1075,973,805,643
"AC079594.2",709,563,867,823,806,734,1060,774
"B3GAT3P1",203,151,247,242,352,316,444,400
"RNU7-136P",472,404,431,481,443,426,588,455
"NMD3",876,705,680,552,809,670,854,614
"PSMC1P7",484,446,659,440,689,658,563,454
"SPTSSB",47,42,50,32,31,29,48,37
"LINC02067",29,22,15,8,17,17,9,11
"AC112491.1",59,29,33,28,41,37,47,29
"AC112770.1",41,33,34,21,46,40,29,28
"AC128716.1",256,215,246,243,262,217,277,211
"AC084017.1",2265,1902,3400,2763,2326,2171,3398,2621
"LINC01324",320,238,281,259,313,275,324,229
"MTND3P7",390,354,241,193,567,549,418,342
"LINC01327",23,17,26,35,22,26,30,21
"AC079822.1",2637,2544,2130,1783,1537,1477,1791,1420
"AC026353.1",350,277,289,309,315,224,270,195
"HMGN2P26",464,417,265,240,325,336,281,180
"GOLIM4",155,144,191,176,95,93,171,127
"EGFEM1P",193,136,275,293,237,210,297,246
"AC124893.1",24,24,16,17,44,41,37,29
"RPSAP33",404,374,343,286,327,297,363,241
"RPL21P43",190,159,173,163,243,206,303,206
"LINC01997",444,314,414,362,551,474,524,393
"RNU6-637P",575,545,559,493,420,394,604,453
"TERC",551,420,830,864,520,430,840,681
"AC078795.3",315,278,328,270,266,244,340,236
"AC078795.2",224,189,361,320,276,242,435,328
"SEC62",386,340,492,418,256,236,369,312
"PHC3",478,400,454,367,408,366,432,362
"PRKCI",473,396,311,280,536,476,391,296
"MIR6828",304,201,339,433,362,281,391,373
"KRT8P13",710,567,762,646,555,546,620,515
"AC026316.3",3267,2901,3336,2796,3680,3363,3726,2855
"AC026316.5",283,240,270,215,337,296,315,254
"EIF5A2",210,138,183,153,223,198,193,149
"MIR569",910,742,958,826,968,913,1041,830
"AC092919.1",1000,856,965,951,1387,1186,1051,867
"PLD1",834,662,746,620,684,559,737,535
"TMEM212-IT1",1067,843,983,991,1058,864,925,681
"RPS27AP8",430,390,380,371,372,371,402,332
"SLC31A1P1",500,341,488,549,742,618,600,488
"AC108667.2",12,17,7,14,20,9,14,12
"ATP5MC1P4",417,379,461,416,454,419,496,343
"AC069218.2",21,7,16,6,21,10,15,15
"AC069218.1",264,186,194,205,265,231,285,233
"EEF1B2P8",151,111,209,200,142,122,187,154
"NAALADL2-AS2",18,14,9,14,15,12,16,12
"AC008180.2",1764,1473,3707,3219,1665,1554,2889,2522
"RNU4-91P",388,329,451,373,348,313,493,406
"UBE2V1P2",59,35,53,52,44,54,55,29
"ACTG1P23",533,489,599,445,529,477,566,433
"LINC00501",1176,1069,1323,1008,1020,979,1388,1008
"ASS1P7",34,24,27,14,26,23,21,21
"AC026355.3",346,284,413,480,296,253,387,354
"AC026355.2",2372,2286,2469,1944,1871,1662,2513,2022
"AC026355.4",243,180,304,309,312,293,341,243
"LINC01014",503,364,431,427,510,429,561,383
"RNA5SP148",466,386,369,375,498,416,454,333
"MTHFD2P7",263,194,255,260,332,280,326,259
"AC090425.2",936,623,972,955,1198,994,1174,830
"PEX5L-AS1",3498,3182,4617,3632,2964,2754,3963,2935
"AC092939.1",16,17,13,11,19,14,14,18
"CCDC39",472,324,396,431,392,380,461,373
"CCDC39-AS1",8821,7292,8117,7446,7687,6334,8409,5821
"FLYWCH1P1",4400,3916,3973,3360,3910,3591,4597,3340
"DNAJC19",1915,1651,2382,1951,1649,1461,2170,1655
"AC068308.1",163,148,139,145,168,180,168,103
"AC125613.2",164,148,164,113,223,195,205,158
"RN7SL703P",11,7,17,17,20,12,11,18
"RNA5SP150",1212,993,1340,1100,1096,1072,1300,1089
"AC012081.2",419,361,375,307,287,275,342,241
"AC084211.1",108,80,208,198,93,80,186,137
"LINC01995",803,663,921,822,1190,1085,1260,977
"RPL7L1P8",363,252,391,395,450,358,450,293
"AC083801.1",1455,1197,1645,1339,1428,1387,1713,1301
"LAMP3",964,616,945,1174,921,833,1074,896
"RNA5SP151",1217,978,969,873,1885,1725,1461,1127
"SNORA63D",285,230,187,250,300,258,245,200
"AC092960.2",292,282,283,274,186,160,250,218
"KLHL24",23,20,8,8,93,72,23,19
"YEATS2-AS1",188,132,117,125,240,210,153,115
"RPSAP31",195,170,164,160,206,165,175,126
"ABCC5",97,87,81,69,95,67,88,65
"EEF1A1P8",388,316,448,495,473,366,493,366
"HTR3E-AS1",109,65,134,152,123,119,121,121
"HSP90AA5P",1100,922,1202,1170,1134,945,1261,1090
"EIF2B5",39,28,21,23,29,23,28,18
"DVL3",979,825,740,667,984,840,794,632
"AP2M1",472,382,361,400,468,365,441,361
"EEF1AKMT4-ECE2",47,54,50,32,60,52,41,52
"EIF4G1",76,42,56,67,69,70,65,43
"SNORD66",1055,878,1399,1202,1498,1302,2289,1654
"CHRD",18,12,8,6,17,19,8,16
"LINC01840",18,21,36,53,32,18,53,49
"EPHB3",987,720,1049,1067,933,809,1143,854
"LINC02069",68,43,48,58,28,25,60,54
"VPS8",153,133,116,114,163,125,140,108
"C3orf70",263,190,310,307,265,225,384,273
"EHHADH",101,87,88,81,160,122,187,143
"ETV5",144,108,93,123,113,67,100,64
"LINC02020",1555,1269,1991,1771,1400,1241,1930,1390
"TBCCD1",172,150,186,147,176,149,173,116
"FETUB",29,23,10,14,14,14,6,10
"HRG",139,109,97,94,142,103,104,80
"SNORA4",787,591,954,936,765,682,938,755
"RFC4",3748,3084,4295,4029,3348,2955,3734,2954
"RPS20P14",6359,5481,7261,6131,5724,5169,6943,5390
"MASP1",1142,879,1106,1117,1414,1166,1500,1195
"AC068299.1",325,258,305,305,368,357,366,298
"AC072022.1",458,323,498,577,656,552,758,558
"BCL6",395,320,365,341,535,463,429,323
"AC072022.2",292,194,482,479,318,275,552,445
"AC068295.1",5595,4587,6500,5929,7263,6543,6963,5325
"LPP",780,633,805,782,959,819,893,607
"LPP-AS1",187,138,148,160,204,139,163,146
"TPRG1-AS1",1240,1153,1311,1147,1101,992,1343,965
"TPRG1-AS2",26,33,38,25,18,22,28,21
"TP63",1126,984,1590,1476,1105,966,1499,1129
"NMNAT1P3",174,142,172,174,140,139,223,179
"AC026320.3",136,124,147,149,149,124,192,142
"PLAAT1",63,48,71,44,94,95,73,60
"ATP13A4",250,211,191,174,246,212,189,137
"ATP13A4-AS1",1357,1170,858,764,1174,1028,955,672
"RN7SL447P",149,121,193,175,149,146,213,157
"LINC02026",98,90,119,101,97,80,121,85
"DPPA2P3",201,168,276,277,231,198,359,231
"AC080129.1",159,124,129,122,176,162,138,154
"AC080129.2",2160,1869,2326,2001,1953,1851,2521,1995
"RN7SL215P",50,28,49,47,50,54,54,52
"LINC00887",2422,1865,2661,2565,2715,2363,2881,2090
"AC117469.1",51,48,46,47,41,35,36,30
"LRRC15",1156,1084,1334,1094,1154,1129,1421,1093
"ATP13A3",13,10,11,15,13,15,19,18
"RNU6-1101P",4579,3857,5838,5512,5258,4679,6829,5237
"RPL23AP93",22,19,18,19,15,19,20,21
"LSG1",31,29,48,65,36,30,38,34
"FAM43A",175,154,177,183,197,160,231,184
"LINC01972",1272,871,1153,1250,1364,1157,1494,1104
"MIR3137",585,568,375,296,426,394,374,262
"RN7SL36P",8736,7064,8918,8465,9740,8711,10853,8462
"XXYLT1-AS2",267,187,235,215,217,157,216,164
"AC090018.1",40,27,33,30,47,33,27,29
"AC069213.1",357,262,502,363,448,401,495,451
"AC069213.3",17701,13798,17037,16359,13739,11810,17368,12596
"MIR570",109,55,109,100,112,98,90,87
"LINC01983",1691,1339,1786,1641,1373,1215,1888,1553
"AC024937.1",158,95,127,167,150,125,146,115
"RNU7-18P",438,455,381,291,415,429,423,276
"AC069257.1",716,516,671,722,583,531,643,495
"AC069257.2",1729,1345,1916,1687,1645,1442,1819,1348
"TM4SF19-TCTEX1D2",1494,1228,1274,1130,1807,1593,1462,1112
"UBXN7",44,39,29,30,38,43,36,35
"AC117490.1",28,18,27,25,27,19,19,14
"AC092933.1",9355,8261,7010,6315,7088,6210,7113,4634
"WDR53",29,28,23,21,25,23,26,17
"PIGX",548,448,680,673,515,469,653,517
"AC016949.1",40,38,59,49,44,44,79,44
"RPSAP69",654,455,581,672,566,459,743,656
"MELTF-AS1",38,33,54,42,50,52,63,49
"MIR4797",27,23,24,34,17,22,27,22
"AL121981.1",431,334,584,596,530,431,565,503
"AC128709.2",556,477,486,384,504,438,489,407
"AC024560.3",743,606,507,423,598,523,637,429
"AC024560.5",33,29,36,21,33,35,27,25
"RUBCN",1365,1289,1726,1594,1594,1362,1900,1554
"AC055764.1",19,15,33,34,36,28,47,35
"IQCG",316,190,177,187,271,228,212,155
"AC135893.1",407,296,345,438,579,423,421,386
"ZNF595",148,129,130,121,136,101,106,76
"AC253576.1",2405,2329,3061,2573,2215,2060,2784,2121
"ZNF718",15,12,13,19,18,26,20,26
"AC108475.1",549,470,502,472,890,790,865,681
"ZNF876P",722,698,739,566,310,317,785,595
"ZNF141",172,172,146,104,183,171,197,149
"AC079140.2",68,59,41,44,78,55,50,44
"ZNF721",631,519,608,536,621,574,561,410
"ATP5ME",31,28,29,34,39,17,35,24
"SLC49A3",276,194,165,167,378,326,252,167
"AC139887.1",412,417,419,339,494,527,569,425
"TMEM175",2669,2254,2988,2785,2843,2406,2923,2156
"FGFRL1",440,347,525,555,434,369,527,437
"AC092535.4",554,400,561,606,489,414,639,482
"AC092535.2",2274,2114,1666,1463,1427,1343,1533,1176
"AC092535.5",23,24,15,11,21,16,15,6
"AC016773.1",197,199,174,145,120,118,193,126
"LETM1",167,157,99,65,103,88,106,61
"NELFA",22,11,11,28,19,19,7,13
"MIR943",2101,1667,1894,1831,1818,1631,2224,1858
"POLN",37,30,25,27,4,6,20,8
"AL136360.1",238,196,310,275,243,229,263,225
"AL136360.2",673,476,1164,1159,554,474,1045,767
"ZFYVE28",428,361,474,384,413,380,440,341
"AL645924.1",1035,781,885,1041,1173,941,1060,904
"AL645924.2",33,28,23,21,44,39,38,23
"TNIP2",52,53,66,60,70,33,64,51
"AL590235.1",637,629,509,461,695,658,617,472
"LINC02171",1533,1199,1413,1353,1403,1237,1420,1110
"ADRA2C",10,12,7,8,19,20,20,9
"AC226119.1",10,8,3,6,26,23,16,9
"AC116562.3",2112,1435,1857,2047,1480,1295,2417,1830
"UNC93B4",85,54,32,21,41,44,48,30
"AC105415.1",943,745,1104,1045,1149,926,1306,955
"STX18",27,14,22,16,17,11,11,13
"STX18-IT1",93,74,111,107,71,60,95,95
"LINC01587",140,146,105,81,72,80,122,87
"EVC2",180,154,133,97,256,223,184,147
"CRMP1",507,360,659,729,565,527,752,532
"MIR378D1",2590,2277,2618,2207,2697,2513,3190,2379
"MRFAP1",2153,1611,2019,1943,1744,1509,1961,1579
"AC093323.4",931,702,945,1001,734,623,961,678
"LINC02481",290,241,380,352,200,166,330,241
"AC097382.3",2137,1782,2390,2212,1999,1837,2180,1658
"PSAPL1",724,588,744,766,826,654,866,656
